Link,Abstract,Author Keywords,Index Keywords
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067881822&doi=10.1109%2fITNEC.2019.8729026&partnerID=40&md5=3475c0bef2942f7eda91baa4ee576277","Due to the extensive application of deep learning in processing time series and recent progress, LSTM (Long Short-Term Memory) neural network is the most commonly used and most powerful tool for time series models. The LSTM neural network is used to predict Apple stocks by using single feature input variables and multi-feature input variables to verify the prediction effect of the model on stock time series. The experimental results show that the model has a high accuracy of 0.033 for the multivariate input and is accurate, which is in line with the actual demand. For the univariate feature input, the predicted squared absolute error is 0.155, which is inferior to the multi-feature variable input. © 2019 IEEE.","LSTM; Multivariate feature input; RNN; Stock price; Univariate feature input","Costs; Deep learning; Electronic trading; Financial markets; Forecasting; Time series; Feature input; Forecasting stock prices; LSTM; Processing time; Recent progress; Stock price; Stock time series; Time series models; Long short-term memory"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065636375&doi=10.1109%2fPAAP.2018.00037&partnerID=40&md5=382c214b5d7adbeac4747b8ec72e8180","Time series forecasting has been regarded as a key research problem in various fields. such as financial forecasting, traffic flow forecasting, medical monitoring, intrusion detection, anomaly detection, and air quality forecasting etc. In this paper, we propose a sequence-to-sequence deep learning framework for multivariate time series forecasting, which addresses the dynamic, spatial-temporal and nonlinear characteristics of multivariate time series data by LSTM based encoder-decoder architecture. Through the air quality multivariate time series forecasting experiments, we show that the proposed model has better forecasting performance than classic shallow learning and baseline deep learning models. And the predicted PM2.5 value can be well matched with the ground truth value under single timestep and multi-timestep forward forecasting conditions. The experiment results show that our model is capable of dealing with multivariate time series forecasting with satisfied accuracy. © 2018 IEEE.","Encoder-decoder; LSTM; PM2.5; Sequence-to-sequence deep learning; Time series forecasting","Air quality; Anomaly detection; Decoding; Forecasting; Intrusion detection; Long short-term memory; Parallel architectures; Signal encoding; Time series; Encoder-decoder; Encoder-decoder architecture; LSTM; Multivariate time series; Nonlinear characteristics; PM2.5; Time series forecasting; Traffic flow forecasting; Deep learning"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955159878&doi=10.1080%2f13518470903037771&partnerID=40&md5=25f269cd44e8b39d33f4641ad455372f","The motivation for this paper is to investigate the use of alternative novel neural network (NN) architectures when applied to the task of forecasting and trading the euro/dollar (EUR/USD) exchange rate, using the European Central Bank (ECB) fixing series with only auto-regressive terms as inputs. This is done by benchmarking four different NN designs representing a higher-order neural network (HONN), a Psi Sigma Network and a recurrent neural network with the classic multilayer perception (MLP) and some traditional techniques,either statistical such as an auto-regressive moving average model,or technical such as a moving average convergence/divergence model, plus a naïve strategy. More specifically, the trading performance of all models is investigated in a forecast and trading simulation on the EUR/USD ECB fixing time series over the period 1999-2007 using the last one and half years for out-of-sample testing, an original feature of this paper. We use the EUR/USD daily fixing by the ECB as many financial institutions are ready to trade at this level and it is therefore possible to leave orders with a bank for business to be transacted on that basis. As it turns out, the MLP does remarkably well and outperforms all other models in a simple trading simulation exercise. However, when more sophisticated trading strategies using confirmation filters and leverage are applied, the HONN network produces better results and outperforms all other NN and traditional statistical models in terms of annualized return. © 2010 Taylor & Francis.","Confirmation filters; Higher-order neural networks; Leverage; Multi-layer perception networks; Psi Sigma networks; Quantitative trading strategies; Recurrent neural networks",
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85027707850&doi=10.1007%2f978-3-319-63309-1_70&partnerID=40&md5=eaecaf19adb0fe6414ef77c69e434d3a","We present a methodology for volatile time series forecasting using deep learning. We use a three-step methodology in order to remove trend and nonlinearities from data before applying two parallel deep neural networks to forecast two main features from processed data: absolute value and sign. The proposal is successfully applied to a volatile exchange rate time series problem. © Springer International Publishing AG 2017.",,"Computation theory; Finance; Forecasting; Intelligent computing; Time series; Absolute values; Exchange rate forecasting; Exchange rates; Time series forecasting; Deep neural networks"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039970639&doi=10.1016%2fj.ejor.2017.11.054&partnerID=40&md5=ac3b57da8599cac8f14f9a3588ba885d","Long short-term memory (LSTM) networks are a state-of-the-art technique for sequence learning. They are less commonly applied to financial time series predictions, yet inherently suitable for this domain. We deploy LSTM networks for predicting out-of-sample directional movements for the constituent stocks of the S&P 500 from 1992 until 2015. With daily returns of 0.46 percent and a Sharpe ratio of 5.8 prior to transaction costs, we find LSTM networks to outperform memory-free classification methods, i.e., a random forest (RAF), a deep neural net (DNN), and a logistic regression classifier (LOG). The outperformance relative to the general market is very clear from 1992 to 2009, but as of 2010, excess returns seem to have been arbitraged away with LSTM profitability fluctuating around zero after transaction costs. We further unveil sources of profitability, thereby shedding light into the black box of artificial neural networks. Specifically, we find one common pattern among the stocks selected for trading – they exhibit high volatility and a short-term reversal return profile. Leveraging these findings, we are able to formalize a rules-based short-term reversal strategy that yields 0.23 percent prior to transaction costs. Further regression analysis unveils low exposure of the LSTM returns to common sources of systematic risk – also compared to the three benchmark models. © 2017 Elsevier B.V.","Deep learning; Finance; LSTM; Machine learning; Statistical arbitrage","Brain; Commerce; Costs; Decision trees; Deep learning; Deep neural networks; Electronic trading; Finance; Financial markets; Forecasting; Learning systems; Profitability; Regression analysis; Risk assessment; Classification methods; Directional movements; Financial time series predictions; Logistic regression classifier; LSTM; Market prediction; State-of-the-art techniques; Statistical arbitrage; Long short-term memory"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068690385&doi=10.1109%2fACCESS.2019.2923637&partnerID=40&md5=063127014f7880a9179a08356bd7f0c2","With the development of Internet lending, the use of peer-to-peer (P2P) as a new financial credit model has been increasing in China. However, this rapid development has led to a major potential risk. A few P2P enterprises operate well in the beginning but close within a short period because of the suspension of business, fraud, illegal fundraising, and blind expansion. Effective supervision of the P2P industry is an urgent problem. Trading volume reflects the operation stability of P2P platforms. Hence, predicting the volume of the P2P market is an important research topic. This paper first analyzes the trading data of a P2P platform. It is found that the sentiment of investor comments is related to the trading volume of the P2P platform. Then, we use the TextCNN model to classify the sentiment of investor comments and obtain the time series of changes in sentiment. It is verified that the time series of change in sentiment and the P2P volume index has statistical causality and a strong correlation. This paper proposes a model that uses the trend of change in investor sentiment to predict P2P trading volume. This model uses the historical time series change in investor sentiment, the P2P volume index, and WeekDay characteristics to predict future P2P trading volume. The experimental results show that the proposed model is better than a few existing baseline methods. Compared with baseline regression, the Pearson coefficient of the predicted and actual values of the proposed model is increased by 13.26%, the mean squared error is decreased by 27.62%, and the R-squared value is increased by 28.48%. © 2013 IEEE.","long short-term memory (LSTM); Peer-to-peer lending; sentiment tracking; trading prediction","Commerce; Crime; Forecasting; Investments; Long short-term memory; Mean square error; Time series; Baseline methods; Financial credits; Investor sentiments; Mean squared error; Operation stability; Pearson coefficient; Peer-to-peer lending; Strong correlation; Tellurium compounds"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049629999&partnerID=40&md5=a3c1ba4d0f298a8351732fa99aff9f28","Accurate prediction of exchange rates is critical for devising robust monetary policies. Machine learning methods such as shallow neural networks have higher predictive accuracy than time series models when trained on input features carefully crafted by domain knowledge experts. This suggests that deep neural networks, with their ability to learn abstract features from raw data, may provide improved predictive accuracy with raw exchange rates as inputs. The preponderance of research focuses on developed currency markets. The paucity of research in emerging currency markets, and the crucial role that stable currencies play in such economies, motivates us to investigate the effectiveness of deep networks for exchange rate prediction in emerging markets. Literature suggests that the Efficient Market Hypothesis, which posits that asset prices reflect all relevant information, may not hold in such markets because of extraneous factors such as political instability and governmental interventions. This motivates our hypothesis that inclusion of carefully chosen macroeconomic factors as input features may improve the predictive accuracy of deep networks in emerging currency markets. This position paper proposes novel input features based on currency clusters and presents our method for investigating the hypothesis using exchange rates from developed as well as emerging currency markets. © 2017 by SCITEPRESS - Science and Technology Publications, Lda.","Convolution Networks; Deep Learning; Emerging Markets; Exchange Rate Prediction; Neural Networks","Artificial intelligence; Commerce; Deep learning; Electronic trading; Financial markets; Forecasting; Neural networks; Accurate prediction; Efficient market hypothesis; Emerging markets; Exchange rates; Governmental intervention; Machine learning methods; Political instability; Predictive accuracy; Deep neural networks"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650716107&doi=10.1016%2fj.eswa.2010.09.037&partnerID=40&md5=7ec2e0d311716db7847a4deec9a167fd","This paper considers the prediction of noisy time series data, specifically, the prediction of financial signals. A novel Dynamic Ridge Polynomial Neural Network (DRPNN) for financial time series prediction is presented which combines the properties of both higher order and recurrent neural network. In an attempt to overcome the stability and convergence problems in the proposed DRPNN, the stability convergence of DRPNN is derived to ensure that the network posses a unique equilibrium state. In order to provide a more accurate comparative evaluation in terms of profit earning, empirical testing used in this work encompass not only on the more traditional criteria of NMSE, which concerned at how good the forecasts fit their target, but also on financial metrics where the objective is to use the networks predictions to generate profit. Extensive simulations for the prediction of one and five steps ahead of stationary and non-stationary time series were performed. The resulting forecast made by DRPNN shows substantial profits on financial historical signals when compared to various neural networks; the Pi-Sigma Neural Network, the Functional Link Neural Network, the feedforward Ridge Polynomial Neural Network, and the Multilayer Perceptron. Simulation results indicate that DRPNN in most cases demonstrated advantages in capturing chaotic movement in the financial signals with an improvement in the profit return and rapid convergence over other network models. © 2010 Elsevier Ltd. All rights reserved.","Dynamic Ridge Polynomial Neural Network; Financial signals; Higher order neural network; Time series prediction","Comparative evaluations; Empirical testing; Equilibrium state; Extensive simulations; Feed-Forward; Financial metrics; Financial signal; Financial time series predictions; Functional link neural network; Higher order; Higher order neural network; Multi layer perceptron; Network models; Non-stationary time series; Nonstationary; Polynomial neural networks; Profit earning; Rapid convergence; Simulation result; Stability and convergence; Time series prediction; Time-series data; Univariate; Feedforward neural networks; Finance; Financial data processing; Forecasting; Multilayer neural networks; Polynomials; Profitability; Recurrent neural networks; Time series; Computer simulation"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070385176&doi=10.1109%2fCTEMS.2018.8769290&partnerID=40&md5=43d67f8ddceae46d054a312aca6f7c59","Time series based model has been widely applied to estimate the future stock price, and aids investors' decisions and trades. However, due to high rate of volatility and non-linearity of time series, affecting stock market forecasting. To address this, artificial neural network (ANN) and deep neural network (DNN) have been applied in the area of stock price forecasting by various researchers. However, existing model use ANN and DNN with back propagation fails to provide flexible linear or nonlinear relationship among variables and they are difficult to train. The objective of this work is to present a modified back propagation neural network (MBNN) model that can handle huge density of nonlinear data, their relationship and give an optimal strategy for computationally hard problem. Experiments are conducted to evaluate performance of proposed MBNN over existing model in terms RMSE and MAPE. The outcome shows significant performance improvement by MBNN over state-of-art approach. © 2018 IEEE.","Artificial neural network; Data mining; Deep learning; machine learning; prediction system; time series","Backpropagation; Commerce; Data mining; Deep learning; Deep neural networks; Financial markets; Forecasting; Investments; Learning systems; Mechanics; Neural networks; Time series; Back propagation neural networks; Modified backpropagation; Non-linear relationships; Optimal strategies; Prediction systems; Stock forecasting; Stock market forecasting; Stock price forecasting; Electronic trading"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069827868&doi=10.1016%2fj.eswa.2019.112842&partnerID=40&md5=c103c51089b93ec959b569f86ced47cf","This paper presents a recurrent neural network (RNN) which is improved by using an efficient discrete wavelet transform (DWT) for predicting a high-frequency time series. In the combined DWT-RNN model, first, a multiresolution based on B-spline wavelet of high order d (BSd) is used to decompose the time series into several smooth data sets. Therefore, an approximation data set (with low-frequency) and several detail data sets (with high-frequency), with small wave amplitude, are obtained. Then, all decomposed components are used as RNN inputs. The proposed BSd-RNN model can approximate smooth patterns with satisfactory accuracy, and because of the local properties, BSd is a better choice than other common DWT such as Haar and Daubechies of order n (dbn), for preprocessing the high-frequency time series. According to results of performance metrics for predicting four different stock indices, the BSd-RNN model outperforms other common DWT-RNN model such as Haar-RNN and dbn-RNN. Also, the results show the BSd-RNN model outperforms other common artificial neural network (ANN) model such as multilayer feed-forward neural network (FFNN). Finally, The results show that BS3-RNN predicting model has better predictive ability than other compared models which use other wavelets or other ANNs. © 2019","Artificial neural networks; B-spline wavelets multiresolution; Discrete wavelet transform; Financial time series forecasting; Return volatility","Discrete wavelet transforms; Financial data processing; Forecasting; Interpolation; Multilayer neural networks; Neural networks; Recurrent neural networks; Signal reconstruction; Time series; Artificial neural network models; Financial time series forecasting; High frequency time series; Multilayer feedforward neural networks; Multiresolution; Predictive abilities; Recurrent neural network (RNN); Return volatilities; Feedforward neural networks"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054221459&partnerID=40&md5=115bd9954bf454ebc09d726265f26496","The forecasting of time series is a common problem in different domains. Especially the financial sector that relies heavily on algorithmic trading, employs intelligent systems for this purpose. With technological advances in the domain of intelligent systems those forecasts tend to become more and more precise. However, using such black box methods often lacks the understanding, whether the underlying time series characteristics like stationarity or chaos are caught by the corresponding algorithm and what particular external factors like dataset size influence the outcome. In addition to that the knowledge base is lacking a systematic overview of available algorithms and their application on different time series. We aim to contribute to the knowledge base by (1) conducting a literature review and descriptive analysis revealing dependencies between characteristics and algorithm use and (2) evaluating the impact of influence factors like dataset size and prediction window on the performance of Deep Learning Systems (DLS) in the context of crude oil price prediction, considering two common tasks: a trend and an exact value prediction problem. © 2018 Association for Information Systems. All rights reserved.","Crude oil; Deep learning; Intelligent systems; Prediction; Time series","Crude oil; Deep learning; Information use; Intelligent systems; Knowledge based systems; Petroleum analysis; Time series; Algorithmic trading; Crude oil price prediction; Descriptive analysis; Financial sectors; Literature reviews; Technological advances; Time series characteristic; Time series prediction; Forecasting"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964875760&doi=10.1109%2fSYNASC.2015.49&partnerID=40&md5=64405d31be1f1ca282bed1d54d39812e","Forecasting has always been of interest. Whether one's field is finance, health or seismology, being able to predict future values based on previously gathered data proves to be invaluable when taking decisions concerning the future. In this paper, we research machine learning techniques for predictions on time series and choose the best models that fit our use case, Smart Farms, in which we distributedly analyze time series received from farm-monitoring sensors. On time series with short term dependencies, like temperature or pressure, we make predictions with Hidden Markov Models, whilst for those with long range dependencies, like ground wind speeds orprecipitations, we use Recurrent Neural Networks with Long Short-Term Memory architecture. © 2015 IEEE.","Hidden Markov Model; Long Short-Term Memory; Recurrent Neural Networks; Simultaneous Temporal and Contextual Splits","Artificial intelligence; Brain; Forecasting; Learning systems; Markov processes; Memory architecture; Recurrent neural networks; Time series; Trellis codes; Best model; Forecasting techniques; Long short term memory; Long-range dependencies; Machine learning techniques; Monitoring sensors; Sensor data; Simultaneous Temporal and Contextual Splits; Hidden Markov models"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062770567&doi=10.1109%2fSSCI.2018.8628641&partnerID=40&md5=fdc0a42330e81f4f3be46ec78b64d595","In this paper, we propose a novel stock price prediction model based on deep learning. With the success of deep learning algorithms in the field of Artificial Neural Network (ANN), we choose to solve the regression based problems (stock price prediction in our case). Stock price prediction is a challenging problem due to its random movement. This hybrid model is a combination of two well-known networks, Long Short Term Memory (LSTM) and Gated Recurrent Unit (GRU). We choose the SP 500 historical time series data and use significant evaluation metrics such as mean squared error, mean absolute percentage error etc., that conventional approaches have used. In experiment section, we have described the effectiveness of each of the component of our model along with its performance gain over the state-of-the-art approach. Our prediction model provides less error by considering this random nature (change) for a large scale of data. © 2018 IEEE.","DNN; GRU; Hybrid-network; LSTM; Stock price prediction","Electronic trading; Errors; Financial markets; Forecasting; Learning algorithms; Long short-term memory; Mean square error; Conventional approach; Evaluation metrics; Hybrid network; LSTM; Mean absolute percentage error; Mean squared error; State-of-the-art approach; Stock price prediction; Deep learning"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751613501&doi=10.1016%2fj.asoc.2010.09.007&partnerID=40&md5=7b7e2c9c766a3699b04ade7640a7992c","This study presents an integrated system where wavelet transforms and recurrent neural network (RNN) based on artificial bee colony (abc) algorithm (called ABC-RNN) are combined for stock price forecasting. The system comprises three stages. First, the wavelet transform using the Haar wavelet is applied to decompose the stock price time series and thus eliminate noise. Second, the RNN, which has a simple architecture and uses numerous fundamental and technical indicators, is applied to construct the input features chosen via Stepwise Regression-Correlation Selection (SRCS). Third, the Artificial Bee Colony algorithm (ABC) is utilized to optimize the RNN weights and biases under a parameter space design. For illustration and evaluation purposes, this study refers to the simulation results of several international stock markets, including the Dow Jones Industrial Average Index (DJIA), London FTSE-100 Index (FTSE), Tokyo Nikkei-225 Index (Nikkei), and Taiwan Stock Exchange Capitalization Weighted Stock Index (TAIEX). As these simulation results demonstrate, the proposed system is highly promising and can be implemented in a real-time trading system for forecasting stock prices and maximizing profits. © 2010 Published by Elsevier B.V. All rights reserved.","Artificial bee colony algorithm (ABC); Recurrent neural network (RNN); Stepwise regression-correlation selection (SRCS); Wavelet transform","Artificial bee colonies; Dow Jones Industrial averages; Haar wavelets; Input features; Integrated systems; International stock markets; Parameter spaces; Real-time trading; Simulation result; Stepwise regression; Stock exchange; Stock indices; Stock market; Stock price; Stock price forecasting; Technical indicator; Three stages; Algorithms; Commerce; Feature extraction; Finance; Forecasting; Integrated control; Integrated optics; Optimization; Profitability; Recurrent neural networks; Regression analysis; Reinforcement learning; Time series; Wavelet transforms"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065043935&doi=10.1007%2f978-3-030-16142-2_42&partnerID=40&md5=2334a38b8ef44259449630bbc4b4d5a9","Multivariate time-series early classification is an emerging topic in data mining fields with wide applications like biomedicine, finance, manufacturing, etc. Despite of some recent studies on this topic that delivered promising developments, few relevant works can provide good interpretability. In this work, we consider simultaneously the important issues of model performance, earliness, and interpretability to propose a deep-learning framework based on the attention mechanism for multivariate time-series early classification. In the proposed model, we used a deep-learning method to extract the features among multiple variables and capture the temporal relation that exists in multivariate time-series data. Additionally, the proposed method uses the attention mechanism to identify the critical segments related to model performance, providing a base to facilitate the better understanding of the model for further decision making. We conducted experiments on three real datasets and compared with several alternatives. While the proposed method can achieve comparable performance results and earliness compared to other alternatives, more importantly, it can provide interpretability by highlighting the important parts of the original data, rendering it easier for users to understand how the prediction is induced from the data. © Springer Nature Switzerland AG 2019.","Attention; Deep neural network; Early classification on time-series","Decision making; Deep neural networks; Time series; Attention; Attention mechanisms; Critical segments; Learning frameworks; Learning methods; Model performance; Multivariate time series; Temporal relation; Data mining"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062878628&doi=10.1109%2fDSAA.2018.00019&partnerID=40&md5=a25e4feb317842406639a984e19658b5","Early classification on multivariate time series is an important research topic in data mining with wide applications to various domains like medical diagnosis, motion detection and financial prediction, etc. Shapelet is probably one of the most commonly used approaches to tackle early classification problem, but one drawback of shaplet is its inefficiency. More importantly, the extracted shapelets may not be applicable to every test case at any time point. This work focuses on early classification of multivariate time series and proposes a novel framework named Multi-Domain Deep Neural Network (MDDNN), in which convolutional neural network (CNN) and long-short term memory (LSTM) are incorporated to learn feature representation and relationship embedding in the long sequences with long time lags. The proposed model can make predictions at any time point of a multivariate time series with the help of a truncation process. We conducted experiments on four real datasets and compared with state-of-the-art algorithms. The experimental results indicate that the proposed method outperforms the alternatives significantly on both of earliness and accuracy. Detailed analysis about the proposed model is also provided in this work. To the best of our knowledge, this is the first work that incorporates deep neural network methods (CNN and LSTM) and multi-domain approach to boost the problem of early classification on multivariate time series. © 2018 IEEE.","Convolutional Neural Networks; Early Classification; LSTM; Multi-domain Inputs; Time Series Analysis","Advanced Analytics; Computer aided diagnosis; Convolution; Data mining; Deep neural networks; Long short-term memory; Medical computing; Convolutional neural network; Feature representation; LSTM; Multi domains; Multivariate time series; Neural network method; Relationship embedding; State-of-the-art algorithms; Time series analysis"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962094403&doi=10.1016%2fj.neucom.2015.01.109&partnerID=40&md5=2da11b27609f37a65d53ea2711eb77e0","This paper presents a novel type of recurrent neural network, the regularized dynamic self-organized neural network inspired by the immune algorithm. The regularization technique is used with the dynamic self-organized multilayer perceptrons network that is inspired by the immune algorithm. The regularization has been addressed to improve the generalization and to solve the over-fitting problem. In this work, the average values of 30 simulations generated from 10 financial time series are examined. The results of the proposed network were compared with the standard dynamic self-organized multilayer perceptrons network inspired by the immune algorithm, the regularized multilayer neural networks and the regularized self-organized neural network inspired by the immune algorithm. The simulation results indicated that the proposed network showed average improvement using the annualized return for all signals of 0.491, 8.1899 and 1.0072 in comparison to the benchmarked networks, respectively. © 2015 Elsevier B.V.","Dynamic neural network; Exchange rate time series; Financial time series prediction","Algorithms; Cybernetics; Finance; Financial data processing; Multilayers; Neural networks; Recurrent neural networks; Time series; Dynamic neural networks; Exchange rates; Financial time series; Financial time series predictions; Immune algorithms; Over fitting problem; Regularization technique; Self-organized neural networks; Multilayer neural networks; algorithm; Article; artificial neural network; controlled study; dynamic self-organized neural network; financial information system; financial time series prediction; intermethod comparison; mathematical parameters; prediction; priority journal; quality control; regularized multilayer neural network; regularized self-organized neural network; signal noise ratio; simulation"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958527313&doi=10.1007%2f978-3-319-11298-5_16&partnerID=40&md5=c051f90ee958b7087f5af56f3dc36172","Time series analysis is a fundamental subject that has been addressed widely in different fields. It has been exploited and used in different scientific fields for example, natural, biomedical, economic and industrial data as well as financial time series. In this paper, we consider the application of a novel neural network architecture inspired by the immune algorithm and the recurrent links for the prediction of Lorenz and earthquake time series by exploiting the inherent temporal capabilities of the recurrent neural model. The performance of this network is benchmarked against ""traditional"", rate-encoded, neural networks; a Multi-Layer Perceptron network, a Jordan and an Elman neural network as well as the self organized neural network inspired by the immune algorithm. The results indicate that the inherent temporal characteristics of the recurrent links network make it extremely well suited to the processing of time series based data. © 2014 Springer International Publishing Switzerland.","and physical time series prediction; Recurrent neural network; self organised neural network","Algorithms; Financial data processing; Intelligent systems; Network architecture; Recurrent neural networks; Time series analysis; Dynamic neural networks; Elman neural network; Financial time series; Multi-layer perceptron networks; Physical time; Self-organised; Self-organized neural networks; Temporal characteristics; Forecasting"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062622552&doi=10.1109%2fBigData.2018.8622303&partnerID=40&md5=ea981bbf9fefb64b711a779d7e53db33","Illegal insider trading of stocks is based on releasing non-public information (e.g., new product launch, quarterly financial report, acquisition or merger plan) before the information is made public. Detecting illegal insider trading is difficult due to the complex, nonlinear, and non-stationary nature of the stock market. In this work, we present an approach that detects and predicts illegal insider trading proactively from large heterogeneous sources of structured and unstructured data using a deep-learning based approach combined with discrete signal processing on the time series data. In addition, we use a tree-based approach that visualizes events and actions to aid analysts in their understanding of large amounts of unstructured data. Using existing data, we have discovered that our approach has a good success rate in detecting illegal insider trading patterns. © 2018 IEEE.","Illegal Insider Trading;; Natural Language Processing; Neural Network; Stock Market; Time Series Prediction","Big data; Commerce; Crime; Deep learning; Financial markets; Learning algorithms; Natural language processing systems; Neural networks; Signal processing; Time series; Trees (mathematics); Heterogeneous sources; Insider trading; Learning-based approach; NAtural language processing; Pro-active approach; Public information; Time series prediction; Tree-based approach; Electronic trading"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048045372&doi=10.23919%2fICITST.2017.8356346&partnerID=40&md5=20ca0e1bd5e8068d3cf17a79e00ab525","The advent of Data Science has led to data being evermore useful for an increasing number of organizations who want to extract knowledge from it for financial and research purposes. This has triggered data to be mined at an even faster pace causing the rise of Data Centers that host over thousands of machines together with thousands of jobs running in each of those machines. The growing complexities associated with managing such a huge infrastructure has caused the scheduling management systems to be inefficient at resource allocation across these machines. Hence, resource usage forecasting of machines in data centers is a growing area for research. This study focuses on the Time Series forecasting of CPU usage of machines in data centers using Long Short-Term Memory (LSTM) Network and evaluating it against the widely used and traditional autoregressive integrated moving average (ARIMA) models for forecasting. The final LSTM model had a forecasting error in the range of 17-23% compared to ARIMA model's 3742%. The results clearly show that LSTM models performed more consistently due to their ability to learn non-linear data much better than ARIMA models. © 2017 Infonomics Society.","ARIMA Model; CPU Usage forecasting; Data Center; LSTM Network","Forecasting; Scheduling; ARIMA modeling; Autoregressive integrated moving average models; Data centers; Forecasting error; Research purpose; Resource usage; Scheduling management system; Time series forecasting; Long short-term memory"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058350678&doi=10.1016%2fj.procs.2018.10.340&partnerID=40&md5=752965ef13b627d93b0828fd21b9baf2","Stock price time series are extremely nonlinear in nature and hence, accurate stock price forecasting has been a challenge. Accurate prediction of stock prices and the direction of stock price movement is also essential for a stock trader/investor in order to trade profitably. A deep learning approach to stock price forecasting is presented in this study. A total of fourteen different deep learning models based on Long-Short Term Memory (LSTM), Gated Recurring Unit (GRU), Convolutional Neural Networks (CNN) and Extreme Learning Machines (ELM) are designed and empirically evaluated on all stocks in the S&P BSE-BANKEX index for their ability to generate one-step ahead and four-step ahead forecasts. Performance of the proposed systems is evaluated in terms of the Root Mean Squared Error (RMSE), Directional Accuracy (DA) and the Median Absolute Percentage Error (MdAPE). Results indicate that deep learning models proposed in this study are capable of generating highly accurate stock price forecasts. © 2018 The Authors. Published by Elsevier B.V.","CNN; Deep learning; ELM; Financial time-series; GRU; LSTM","Commerce; Electronic trading; Financial markets; Forecasting; Long short-term memory; Mean square error; Time series; Convolutional Neural Networks (CNN); Extreme learning machine; Financial time series; LSTM; Root mean squared errors; Stock price forecasting; Stock price forecasts; Stock price movements; Deep learning"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056490365&doi=10.1109%2fIJCNN.2018.8489360&partnerID=40&md5=73208f0dd2689c862f4c839386efe2e0","Over recent decades, globalization has resulted in a steady increase in cross-border financial flows around the world. To build an abstract representation of a real-world financial market situation, we structure the fundamental influences among homogeneous and heterogeneous markets with three types of correlations: The inner-domain correlation between homogeneous markets in various countries, the cross-domain correlation between heterogeneous markets, and the time-series correlation between current and past markets. Such types of correlations in global finance challenge traditional machine learning approaches due to model complexity and nonlinearity. In this paper, we propose a novel cross-domain deep learning approach (Cd-DLA) to learn real-world complex correlations for multiple financial market prediction. Based on recurrent neural networks, which capture the time-series interactions in financial data, our model utilizes the attention mechanism to analyze the inner-domain and cross-domain correlations, and then aggregates all of them for financial forecasting. Experiment results on ten-year financial data on currency and stock markets from three countries prove the performance of our approach over other baselines. © 2018 IEEE.","attention neural network; deep learning; financial analysis","Commerce; Complex networks; Electronic trading; Financial markets; Forecasting; Recurrent neural networks; Time series; Abstract representation; Attention mechanisms; Complex correlation; Financial analysis; Financial forecasting; Heterogeneous markets; Machine learning approaches; Market prediction; Deep learning"
"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85002813412&doi=10.1002%2fisaf.1401&partnerID=40&md5=9e709b9a8f80b8137536e8f544ac57ab","The scope of this manuscript is to present a new short-term financial forecasting and trading tool: the Gene Expression Programming (GEP) Trader Tool. It is based on the gene expression programming algorithm. This algorithm is based on a genetic programming approach, and provides supreme statistical and trading performance when used for modelling and trading financial time series. The GEP Trader Tool is offered through a user-friendly standalone Java interface. This paper applies the GEP Trader Tool to the task of forecasting and trading the future contracts of FTSE100, DAX30 and SandP500 daily closing prices from 2000 to 2015. It is the first time that gene expression programming has been used in such massive datasets. The model’s performance is benchmarked against linear and nonlinear models such as random walk model, a movingaverage convergence divergence model, an autoregressive moving average model, a genetic programming algorithm, a multilayer perceptron neural network, a recurrent neural network a higher order neural network. To gauge the accuracy of all models, both statistical and trading performances are measured. Experimental results indicate that the proposed approach outperforms all the others in the in-sample and out-of-sample periods by producing superior empirical results. Furthermore, the trading performances are improved further when trading strategies are imposed on each of the models. © 2016 John Wiley and Sons, Ltd.","Gene expression; Genetic algorithm; Trading; Transaction",
